run_id,candidate_id,candidate,model,prompt_strategy,target_class,saturation_level,text_type,source_adapter,source_file,original_text,normalized_text,phonemes,total_phonemes,target_count,saturation_percentage,passes_saturation,is_valid,failure_reasons,word_count,dictionary_mode,notes
20260529_171437,20260529_171437_00000,panj,manual,baseline_prompt,N,40.0,word,manual_csv,data/manual_candidates_extended_example.csv,panj,panj,p a nj,3,2,66.66666666666666,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00001,puna,manual,baseline_prompt,N,50.0,word,manual_csv,data/manual_candidates_extended_example.csv,puna,puna,p u n a,4,3,75.0,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00002,bun,manual,baseline_prompt,N,60.0,word,manual_csv,data/manual_candidates_extended_example.csv,bun,bun,b u n,3,3,100.0,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00003,pupun,manual,generate_more_than_needed_prompt,N,70.0,word,manual_csv,data/manual_candidates_extended_example.csv,pupun,pupun,p u p u n,5,5,100.0,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00004,mumun,manual,generate_more_than_needed_prompt,N,80.0,word,manual_csv,data/manual_candidates_extended_example.csv,mumun,mumun,m u m u n,5,5,100.0,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00005,puno banana u panju,manual,few_shot_prompt,N,40.0,sentence,manual_csv,data/manual_candidates_extended_example.csv,puno banana u panju,puno banana u panju,p u n o b a n a n a u p a nj u,15,10,66.66666666666666,True,True,,4,none,demo_valid_candidate
20260529_171437,20260529_171437_00006,mama puni puno,manual,few_shot_prompt,N,50.0,sentence,manual_csv,data/manual_candidates_extended_example.csv,mama puni puno,mama puni puno,m a m a p u n i p u n o,12,8,66.66666666666666,True,True,,3,none,demo_valid_candidate
20260529_171437,20260529_171437_00007,buna puni mumun,manual,generate_more_than_needed_prompt,N,60.0,sentence,manual_csv,data/manual_candidates_extended_example.csv,buna puni mumun,buna puni mumun,b u n a p u n i m u m u n,13,11,84.61538461538461,True,True,,3,none,demo_valid_candidate
20260529_171437,20260529_171437_00010,polje,manual,baseline_prompt,SN,40.0,word,manual_csv,data/manual_candidates_extended_example.csv,polje,polje,p o lj e,4,2,50.0,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00011,vol,manual,baseline_prompt,SN,50.0,word,manual_csv,data/manual_candidates_extended_example.csv,vol,vol,v o l,3,3,100.0,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00012,glog,manual,generate_more_than_needed_prompt,SN,60.0,word,manual_csv,data/manual_candidates_extended_example.csv,glog,glog,g l o g,4,4,100.0,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00013,lovilo,manual,generate_more_than_needed_prompt,SN,70.0,word,manual_csv,data/manual_candidates_extended_example.csv,lovilo,lovilo,l o v i l o,6,5,83.33333333333334,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00014,golovol,manual,generate_more_than_needed_prompt,SN,80.0,word,manual_csv,data/manual_candidates_extended_example.csv,golovol,golovol,g o l o v o l,7,7,100.0,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00015,ovo veliko polje,manual,few_shot_prompt,SN,40.0,sentence,manual_csv,data/manual_candidates_extended_example.csv,ovo veliko polje,ovo veliko polje,o v o v e l i k o p o lj e,13,8,61.53846153846154,True,True,,3,none,demo_valid_candidate
20260529_171437,20260529_171437_00016,lovac lovi goluba,manual,few_shot_prompt,SN,50.0,sentence,manual_csv,data/manual_candidates_extended_example.csv,lovac lovi goluba,lovac lovi goluba,l o v a c l o v i g o l u b a,15,9,60.0,True,True,,3,none,demo_valid_candidate
20260529_171437,20260529_171437_00017,volog glog lovi,manual,generate_more_than_needed_prompt,SN,60.0,sentence,manual_csv,data/manual_candidates_extended_example.csv,volog glog lovi,volog glog lovi,v o l o g g l o g l o v i,13,12,92.3076923076923,True,True,,3,none,demo_valid_candidate
20260529_171437,20260529_171437_00018,ovo polje lovi,manual,baseline_prompt,SN,70.0,sentence,manual_csv,data/manual_candidates_extended_example.csv,ovo polje lovi,ovo polje lovi,o v o p o lj e l o v i,11,8,72.72727272727273,True,True,,3,none,demo_valid_candidate
20260529_171437,20260529_171437_00021,rad,manual,baseline_prompt,S,50.0,word,manual_csv,data/manual_candidates_extended_example.csv,rad,rad,r a d,3,3,100.0,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00022,krad,manual,generate_more_than_needed_prompt,S,60.0,word,manual_csv,data/manual_candidates_extended_example.csv,krad,krad,k r a d,4,4,100.0,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00023,ražar,manual,generate_more_than_needed_prompt,S,70.0,word,manual_csv,data/manual_candidates_extended_example.csv,ražar,ražar,r a ž a r,5,5,100.0,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00024,džaradar,manual,generate_more_than_needed_prompt,S,80.0,word,manual_csv,data/manual_candidates_extended_example.csv,džaradar,džaradar,dž a r a d a r,7,7,100.0,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00025,brza riba radi,manual,few_shot_prompt,S,40.0,sentence,manual_csv,data/manual_candidates_extended_example.csv,brza riba radi,brza riba radi,b r z a r i b a r a d i,12,7,58.333333333333336,True,True,,3,none,demo_valid_candidate
20260529_171437,20260529_171437_00026,radar radi brzo,manual,few_shot_prompt,S,50.0,sentence,manual_csv,data/manual_candidates_extended_example.csv,radar radi brzo,radar radi brzo,r a d a r r a d i b r z o,13,9,69.23076923076923,True,True,,3,none,demo_valid_candidate
20260529_171437,20260529_171437_00027,džar radi razdragano,manual,generate_more_than_needed_prompt,S,60.0,sentence,manual_csv,data/manual_candidates_extended_example.csv,džar radi razdragano,džar radi razdragano,dž a r r a d i r a z d r a g a n o,17,12,70.58823529411765,True,True,,3,none,demo_valid_candidate
20260529_171437,20260529_171437_00028,krad rad džar,manual,generate_more_than_needed_prompt,S,70.0,sentence,manual_csv,data/manual_candidates_extended_example.csv,krad rad džar,krad rad džar,k r a d r a d dž a r,10,10,100.0,True,True,,3,none,demo_valid_candidate
20260529_171437,20260529_171437_00030,čest,manual,baseline_prompt,SV,40.0,word,manual_csv,data/manual_candidates_extended_example.csv,čest,čest,č e s t,4,3,75.0,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00031,šet,manual,baseline_prompt,SV,50.0,word,manual_csv,data/manual_candidates_extended_example.csv,šet,šet,š e t,3,3,100.0,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00032,tete,manual,generate_more_than_needed_prompt,SV,60.0,word,manual_csv,data/manual_candidates_extended_example.csv,tete,tete,t e t e,4,4,100.0,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00033,češće,manual,generate_more_than_needed_prompt,SV,70.0,word,manual_csv,data/manual_candidates_extended_example.csv,češće,češće,č e š ć e,5,4,80.0,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00034,češetet,manual,generate_more_than_needed_prompt,SV,80.0,word,manual_csv,data/manual_candidates_extended_example.csv,češetet,češetet,č e š e t e t,7,7,100.0,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00035,teta šeće često,manual,few_shot_prompt,SV,40.0,sentence,manual_csv,data/manual_candidates_extended_example.csv,teta šeće često,teta šeće često,t e t a š e ć e č e s t o,13,9,69.23076923076923,True,True,,3,none,demo_valid_candidate
20260529_171437,20260529_171437_00036,čest šešir teče,manual,few_shot_prompt,SV,50.0,sentence,manual_csv,data/manual_candidates_extended_example.csv,čest šešir teče,čest šešir teče,č e s t š e š i r t e č e,13,10,76.92307692307693,True,True,,3,none,demo_valid_candidate
20260529_171437,20260529_171437_00037,šeće teta češće,manual,generate_more_than_needed_prompt,SV,60.0,sentence,manual_csv,data/manual_candidates_extended_example.csv,šeće teta češće,šeće teta češće,š e ć e t e t a č e š ć e,13,10,76.92307692307693,True,True,,3,none,demo_valid_candidate
20260529_171437,20260529_171437_00040,sit,manual,baseline_prompt,V,40.0,word,manual_csv,data/manual_candidates_extended_example.csv,sit,sit,s i t,3,2,66.66666666666666,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00041,cic,manual,baseline_prompt,V,50.0,word,manual_csv,data/manual_candidates_extended_example.csv,cic,cic,c i c,3,3,100.0,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00042,zizi,manual,generate_more_than_needed_prompt,V,60.0,word,manual_csv,data/manual_candidates_extended_example.csv,zizi,zizi,z i z i,4,4,100.0,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00043,siscic,manual,generate_more_than_needed_prompt,V,70.0,word,manual_csv,data/manual_candidates_extended_example.csv,siscic,siscic,s i s c i c,6,6,100.0,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00044,cizisic,manual,generate_more_than_needed_prompt,V,80.0,word,manual_csv,data/manual_candidates_extended_example.csv,cizisic,cizisic,c i z i s i c,7,7,100.0,True,True,,1,none,demo_valid_candidate
20260529_171437,20260529_171437_00045,sit zec s ceste,manual,few_shot_prompt,V,40.0,sentence,manual_csv,data/manual_candidates_extended_example.csv,sit zec s ceste,sit zec s ceste,s i t z e c s c e s t e,12,7,58.333333333333336,True,True,,4,none,demo_valid_candidate
20260529_171437,20260529_171437_00046,sivi zec sisa,manual,few_shot_prompt,V,50.0,sentence,manual_csv,data/manual_candidates_extended_example.csv,sivi zec sisa,sivi zec sisa,s i v i z e c s i s a,11,8,72.72727272727273,True,True,,3,none,demo_valid_candidate
20260529_171437,20260529_171437_00047,cic zizi sisa,manual,generate_more_than_needed_prompt,V,60.0,sentence,manual_csv,data/manual_candidates_extended_example.csv,cic zizi sisa,cic zizi sisa,c i c z i z i s i s a,11,10,90.9090909090909,True,True,,3,none,demo_valid_candidate
20260529_171437,20260529_171437_00048,siscic zizi cic,manual,generate_more_than_needed_prompt,V,70.0,sentence,manual_csv,data/manual_candidates_extended_example.csv,siscic zizi cic,siscic zizi cic,s i s c i c z i z i c i c,13,13,100.0,True,True,,3,none,demo_valid_candidate
