run_id,model,prompt_strategy,target_class,saturation_level,text_type,candidate_count,valid_count,valid_rate,saturation_pass_count,saturation_pass_rate,unique_candidate_rate,duplicate_rate,average_saturation,pcd_version,average_pcd,failed_saturation,invalid_characters,wrong_word_count,duplicate,repeated_words,dictionary_failed
20260604_123242,ChatGPT Plus,paper_style,N,40.0,word,11,9,0.8181818181818182,11,1.0,1.0,0.0,67.55411255411255,pcd_paper_style,0.5771212121212121,0,0,0,0,0,2
20260604_123242,ChatGPT Plus,paper_style,N,50.0,sentence,21,21,1.0,21,1.0,1.0,0.0,59.38252223966509,pcd_paper_style,0.42358015000872146,0,0,0,0,0,0
20260604_123242,ChatGPT Plus,paper_style,N,50.0,word,11,4,0.36363636363636365,11,1.0,1.0,0.0,70.15151515151514,pcd_paper_style,0.5307575757575758,0,0,0,7,0,0
20260604_123242,ChatGPT Plus,paper_style,N,60.0,word,11,2,0.18181818181818182,11,1.0,1.0,0.0,73.008658008658,pcd_paper_style,0.5334199134199135,0,0,0,9,0,0
20260604_123242,ChatGPT Plus,paper_style,N,70.0,sentence,21,16,0.7619047619047619,16,0.7619047619047619,1.0,0.0,75.09858621811297,pcd_paper_style,0.3429057997467993,5,0,0,0,0,0
20260604_123242,ChatGPT Plus,paper_style,N,70.0,word,11,4,0.36363636363636365,11,1.0,1.0,0.0,82.85714285714286,pcd_paper_style,0.5475757575757576,0,0,0,6,0,2
20260604_123242,ChatGPT Plus,paper_style,N,80.0,word,11,7,0.6363636363636364,11,1.0,1.0,0.0,92.72727272727273,pcd_paper_style,0.5360606060606061,0,0,0,3,0,1
20260604_123242,ChatGPT Plus,paper_style,S,40.0,word,11,11,1.0,11,1.0,1.0,0.0,87.79220779220779,pcd_paper_style,0.46145021645021644,0,0,0,0,0,0
20260604_123242,ChatGPT Plus,paper_style,S,50.0,sentence,21,21,1.0,21,1.0,1.0,0.0,78.534038671699,pcd_paper_style,0.31701000125646295,0,0,0,0,0,0
20260604_123242,ChatGPT Plus,paper_style,S,50.0,word,11,2,0.18181818181818182,11,1.0,1.0,0.0,88.22510822510823,pcd_paper_style,0.4580952380952381,0,0,0,9,0,0
20260604_123242,ChatGPT Plus,paper_style,S,60.0,word,11,3,0.2727272727272727,11,1.0,1.0,0.0,91.73160173160173,pcd_paper_style,0.4535497835497836,0,0,0,8,0,0
20260604_123242,ChatGPT Plus,paper_style,S,70.0,sentence,21,18,0.8571428571428571,20,0.9523809523809523,1.0,0.0,82.03309395978569,pcd_paper_style,0.3235732789210233,1,0,0,3,0,0
20260604_123242,ChatGPT Plus,paper_style,S,70.0,word,11,1,0.09090909090909091,11,1.0,1.0,0.0,94.39393939393939,pcd_paper_style,0.4287878787878788,0,0,0,9,0,1
20260604_123242,ChatGPT Plus,paper_style,S,80.0,word,11,3,0.2727272727272727,11,1.0,1.0,0.0,94.84848484848484,pcd_paper_style,0.42727272727272725,0,0,0,8,0,0
20260604_123242,ChatGPT Plus,paper_style,SN,40.0,word,11,10,0.9090909090909091,11,1.0,1.0,0.0,88.63636363636364,pcd_paper_style,0.4575757575757576,0,0,0,0,0,1
20260604_123242,ChatGPT Plus,paper_style,SN,50.0,sentence,21,21,1.0,21,1.0,1.0,0.0,65.86136086136086,pcd_paper_style,0.34644030572601997,0,0,0,0,0,0
20260604_123242,ChatGPT Plus,paper_style,SN,50.0,word,11,0,0.0,11,1.0,1.0,0.0,88.63636363636364,pcd_paper_style,0.4575757575757576,0,0,0,11,0,1
20260604_123242,ChatGPT Plus,paper_style,SN,60.0,word,11,1,0.09090909090909091,11,1.0,1.0,0.0,87.27272727272727,pcd_paper_style,0.47030303030303033,0,0,0,10,0,1
20260604_123242,ChatGPT Plus,paper_style,SN,70.0,sentence,21,14,0.6666666666666666,19,0.9047619047619048,1.0,0.0,79.82573293497664,pcd_paper_style,0.32027417532669633,2,0,0,5,0,0
20260604_123242,ChatGPT Plus,paper_style,SN,70.0,word,11,1,0.09090909090909091,11,1.0,1.0,0.0,92.27272727272727,pcd_paper_style,0.41484848484848486,0,0,0,10,0,1
20260604_123242,ChatGPT Plus,paper_style,SN,80.0,word,11,2,0.18181818181818182,11,1.0,1.0,0.0,93.03030303030303,pcd_paper_style,0.4160606060606061,0,0,0,9,0,0
20260604_123242,ChatGPT Plus,paper_style,SV,40.0,word,11,11,1.0,11,1.0,1.0,0.0,60.75757575757575,pcd_paper_style,0.5724242424242424,0,0,0,0,0,0
20260604_123242,ChatGPT Plus,paper_style,SV,50.0,sentence,21,20,0.9523809523809523,21,1.0,1.0,0.0,62.81785791239572,pcd_paper_style,0.4096939459544502,0,0,0,0,0,1
20260604_123242,ChatGPT Plus,paper_style,SV,50.0,word,11,0,0.0,11,1.0,1.0,0.0,60.75757575757575,pcd_paper_style,0.5724242424242424,0,0,0,11,0,0
20260604_123242,ChatGPT Plus,paper_style,SV,60.0,word,11,2,0.18181818181818182,9,0.8181818181818182,1.0,0.0,66.17079889807162,pcd_paper_style,0.5677134986225896,2,0,0,8,0,0
20260604_123242,ChatGPT Plus,paper_style,SV,70.0,sentence,21,14,0.6666666666666666,18,0.8571428571428571,1.0,0.0,77.95198848770276,pcd_paper_style,0.33608930751787897,3,0,0,0,0,4
20260604_123242,ChatGPT Plus,paper_style,SV,70.0,word,11,1,0.09090909090909091,5,0.45454545454545453,1.0,0.0,72.95454545454545,pcd_paper_style,0.6072727272727273,6,0,0,7,0,1
20260604_123242,ChatGPT Plus,paper_style,SV,80.0,word,11,6,0.5454545454545454,10,0.9090909090909091,1.0,0.0,90.75757575757576,pcd_paper_style,0.4341991341991342,1,0,0,2,0,2
20260604_123242,ChatGPT Plus,paper_style,V,40.0,word,11,11,1.0,11,1.0,1.0,0.0,55.49783549783549,pcd_paper_style,0.6676190476190477,0,0,0,0,0,0
20260604_123242,ChatGPT Plus,paper_style,V,50.0,sentence,21,18,0.8571428571428571,18,0.8571428571428571,1.0,0.0,55.0350909594607,pcd_paper_style,0.41632151073327545,3,0,0,0,0,0
20260604_123242,ChatGPT Plus,paper_style,V,50.0,word,11,4,0.36363636363636365,11,1.0,1.0,0.0,66.81818181818181,pcd_paper_style,0.6493939393939394,0,0,0,7,0,0
20260604_123242,ChatGPT Plus,paper_style,V,60.0,word,11,0,0.0,9,0.8181818181818182,1.0,0.0,67.46753246753246,pcd_paper_style,0.6395670995670996,2,0,0,11,0,0
20260604_123242,ChatGPT Plus,paper_style,V,70.0,sentence,21,6,0.2857142857142857,7,0.3333333333333333,1.0,0.0,67.08719851576994,pcd_paper_style,0.3398474541331684,14,0,0,4,0,0
20260604_123242,ChatGPT Plus,paper_style,V,70.0,word,11,10,0.9090909090909091,11,1.0,1.0,0.0,81.81818181818181,pcd_paper_style,0.5136363636363637,0,0,0,1,0,0
20260604_123242,ChatGPT Plus,paper_style,V,80.0,word,11,2,0.18181818181818182,11,1.0,1.0,0.0,98.48484848484848,pcd_paper_style,0.3075757575757576,0,0,0,3,0,6
