run_id,candidate_id,candidate,model,prompt_strategy,target_class,saturation_level,text_type,source_adapter,source_file,original_text,normalized_text,phonemes,total_phonemes,target_count,saturation_percentage,passes_saturation,is_valid,failure_reasons,word_count,dictionary_mode,dictionary_backend,dictionary_word_validity,dictionary_invalid_words,dictionary_unknown_words,dictionary_review_complete
20260604_160319,20260604_160319_00000,buba,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,buba,buba,b u b a,4,3,75.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_160319,20260604_160319_00001,bubanj,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,bubanj,bubanj,b u b a nj,5,4,80.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_160319,20260604_160319_00002,bubica,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,bubica,bubica,b u b i c a,6,3,50.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_160319,20260604_160319_00003,bubnjar,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,bubnjar,bubnjar,b u b nj a r,6,4,66.66666666666666,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_160319,20260604_160319_00004,bubamara,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,bubamara,bubamara,b u b a m a r a,8,4,50.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_160319,20260604_160319_00005,bunar,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,bunar,bunar,b u n a r,5,3,60.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_160319,20260604_160319_00006,buna,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,buna,buna,b u n a,4,3,75.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_160319,20260604_160319_00007,bumbar,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,bumbar,bumbar,b u m b a r,6,4,66.66666666666666,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_160319,20260604_160319_00008,bum,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,bum,bum,b u m,3,3,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_160319,20260604_160319_00009,pumpa,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,pumpa,pumpa,p u m p a,5,4,80.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_160319,20260604_160319_00010,puna,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,puna,puna,p u n a,4,3,75.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_160319,20260604_160319_00011,pun,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,pun,pun,p u n,3,3,100.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_160319,20260604_160319_00012,puno,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,puno,puno,p u n o,4,3,75.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_160319,20260604_160319_00013,punina,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,punina,punina,p u n i n a,6,4,66.66666666666666,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_160319,20260604_160319_00014,unuk,ChatGPT Plus,paper_style,N,50.0,word,manual_csv,data/chatgpt_plus_task16_full.csv,unuk,unuk,u n u k,4,3,75.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
