run_id,candidate_id,candidate,model,prompt_strategy,target_class,saturation_level,text_type,source_adapter,source_file,original_text,normalized_text,phonemes,total_phonemes,target_count,saturation_percentage,passes_saturation,is_valid,failure_reasons,word_count,dictionary_mode,dictionary_backend,dictionary_word_validity,dictionary_invalid_words,dictionary_unknown_words,dictionary_review_complete
20260604_123242,20260604_123242_00000,buna,ChatGPT Plus,paper_style,N,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,buna,buna,b u n a,4,3,75.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00001,bunar,ChatGPT Plus,paper_style,N,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,bunar,bunar,b u n a r,5,3,60.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00002,bunda,ChatGPT Plus,paper_style,N,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,bunda,bunda,b u n d a,5,3,60.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00003,pumpa,ChatGPT Plus,paper_style,N,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,pumpa,pumpa,p u m p a,5,4,80.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00004,pupnuti,ChatGPT Plus,paper_style,N,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,pupnuti,pupnuti,p u p n u t i,7,5,71.42857142857143,True,False,dictionary_failed,1,hunspell_cli,hunspell_cli,no,pupnuti,,yes
20260604_123242,20260604_123242_00005,punina,ChatGPT Plus,paper_style,N,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,punina,punina,p u n i n a,6,4,66.66666666666666,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00006,bunovan,ChatGPT Plus,paper_style,N,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,bunovan,bunovan,b u n o v a n,7,4,57.14285714285714,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00007,pupoljak,ChatGPT Plus,paper_style,N,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,pupoljak,pupoljak,p u p o lj a k,7,3,42.857142857142854,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00008,napuniti,ChatGPT Plus,paper_style,N,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,napuniti,napuniti,n a p u n i t i,8,4,50.0,True,True,,1,hunspell_cli,hunspell_cli,yes,,,yes
20260604_123242,20260604_123242_00009,bumbum,ChatGPT Plus,paper_style,N,40.0,word,manual_csv,data/chatgpt_paper_reproduction_experiment.csv,bumbum,bumbum,b u m b u m,6,6,100.0,True,False,dictionary_failed,1,hunspell_cli,hunspell_cli,no,bumbum,,yes
